crop,variety,state,quantity,production,season,cost,recommended_zone
Groundnut,Girnar - 3 (Pbs 12160),Andhra Pradesh,129.5,195.7,108,30434.61,"West Bengal, Orissa And Manipur Under Kharif Rainfed Condition."
Groundnut,Girnar - 3 (Pbs 12160),Tamil Nadu,129.5,195.7,108,30393.66,"West Bengal, Orissa And Manipur Under Kharif Rainfed Condition."
Groundnut,Girnar - 3 (Pbs 12160),Gujarat,129.5,195.7,108,30114.45,"West Bengal, Orissa And Manipur Under Kharif Rainfed Condition."
Groundnut,Kadiri Harithandhra (K 1319),Maharashtra,129.5,195.7,122,32683.46,Karnataka And Maharashtra Under Timely Sown Irrigated Condition In Rabi And Summer Season.
Cotton(Lint),Cnh012,Maharashtra,149.5,310.8,165,33116.82,"Gujarat, Maharashtra And Madhya Pradesh."
Cotton(Lint),Vbch 2231,Maharashtra,149.5,310.8,Unknown,33116.82,"Maharashtra, Gujarat, Madhya Pradesh And Orissa Under Rainfed Conditions."
Cotton(Lint),Cicr-3 (Cisa 614),Punjab,149.5,310.8,150,50828.83,"Punjab, Haryana And Uttar Pradesh Under Wilt Free Area."
Cotton(Lint),Fdk 124,Punjab,149.5,310.8,Unknown,50828.83,"Punjab, Haryana And Rajasthan Under Irrigated Condition."
Cotton(Lint),Cnh012,Andhra Pradesh,149.5,310.8,165,44756.72,"Gujarat, Maharashtra And Madhya Pradesh."
Cotton(Lint),Cnh012,Gujarat,149.5,310.8,165,42070.44,"Gujarat, Maharashtra And Madhya Pradesh."
Cotton(Lint),Vbch 2231,Gujarat,149.5,310.8,Unknown,42070.44,"Maharashtra, Gujarat, Madhya Pradesh And Orissa Under Rainfed Conditions."
Cotton(Lint),Cicr-3 (Cisa 614),Haryana,149.5,310.8,150,44018.18,"Punjab, Haryana And Uttar Pradesh Under Wilt Free Area."
Cotton(Lint),Fdk 124,Haryana,149.5,310.8,Unknown,44018.18,"Punjab, Haryana And Rajasthan Under Irrigated Condition."
Sugarcane,Karan 6 (Co 0239),Uttar Pradesh,135.2,144.3,Unknown,45239.51,"Punjab, Haryana, Rajasthan, Uttarakhand, Central And Western Uttar Pradesh."
Sugarcane,Karan 5 (Co 0124),Uttar Pradesh,135.2,144.3,Unknown,45239.51,"Punjab, Haryana, Rajasthan, Uttarakhand, Central And Western Uttar Pradesh."
Sugarcane,Co-0218,Karnataka,135.2,144.3,360,86765.77,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Sugarcane,Co-0218,Andhra Pradesh,135.2,144.3,360,91442.63,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Sugarcane,Co-0218,Maharashtra,135.2,144.3,360,85801.95,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Sugarcane,Co-0218,Tamil Nadu,135.2,144.3,360,89025.27,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
